RECTYPE,,Record type
25420,,"Harrisburg-Carlisle, PA"
25500,,"Harrisonburg, VA"
25540,,"Hartford-West Hartford-East Hartford, CT"
25620,,"Hattiesburg, MS"
25860,,"Hickory-Lenoir-Morganton, NC"
25940,,"Hilton Head Island-Bluffton-Beaufort, SC"
26140,,"Homosassa Springs, FL"
26380,,"Houma-Thibodaux, LA"
26420,,"Houston-The Woodlands-Sugar Land, TX"
26620,,"Huntsville, AL"
26900,,"Indianapolis-Carmel-Anderson, IN"
26980,,"Iowa City, IA"
27060,,"Ithaca, NY"
27100,,"Jackson, MI"
27140,,"Jackson, MS"
27180,,"Jackson, TN"
27260,,"Jacksonville, FL"
27340,,"Jacksonville, NC"
27500,,"Janesville-Beloit, WI"
27620,,"Jefferson City, MO"
27780,,"Johnstown, PA"
27900,,"Joplin, MO"
28020,,"Kalamazoo-Portage, MI"
28100,,"Kankakee, IL"
28140,,"Kansas City, MO-KS"
28420,,"Kennewick-Richland, WA"
28660,,"Killeen-Temple, TX"
28700,,"Kingsport-Bristol-Bristol, TN-VA"
28940,,"Knoxville, TN"
29100,,"La Crosse-Onalaska, WI-MN"
29180,,"Lafayette, LA"
29200,,"Lafayette-West Lafayette, IN"
29340,,"Lake Charles, LA"
29420,,"Lake Havasu City-Kingman, AZ"
29460,,"Lakeland-Winter Haven, FL"
29540,,"Lancaster, PA"
29620,,"Lansing-East Lansing, MI"
29700,,"Laredo, TX"
29740,,"Las Cruces, NM"
29820,,"Las Vegas-Henderson-Paradise, NV"
29940,,"Lawrence, KS"
30140,,"Lebanon, PA"
30340,,"Lewiston-Auburn, ME"
30620,,"Lima, OH"
30700,,"Lincoln, NE"
30780,,"Little Rock-North Little Rock-Conway, AR"
31080,,"Los Angeles-Long Beach-Anaheim, CA"
31140,,"Louisville/Jefferson County, KY-IN"
31180,,"Lubbock, TX"
31340,,"Lynchburg, VA"
31460,,"Madera, CA"
31700,,"Manchester-Nashua, NH"
31900,,"Mansfield, OH"
32420,,"Mayagüez, PR"
32580,,"McAllen-Edinburg-Mission, TX"
32780,,"Medford, OR"
32820,,"Memphis, TN-MS-AR"
32900,,"Merced, CA"
33100,,"Miami-Fort Lauderdale-West Palm Beach, FL"
33140,,"Michigan City-La Porte, IN"
33260,,"Midland, TX"
33340,,"Milwaukee-Waukesha-West Allis, WI"
33460,,"Minneapolis-St. Paul-Bloomington, MN-WI"
33660,,"Mobile, AL"
33700,,"Modesto, CA"
33740,,"Monroe, LA"
33780,,"Monroe, MI"
33860,,"Montgomery, AL"
34060,,"Morgantown, WV"
34620,,"Muncie, IN"
34740,,"Muskegon, MI"
34820,,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC"
34900,,"Napa, CA"
34940,,"Naples-Immokalee-Marco Island, FL"
34980,,"Nashville-Davidson--Murfreesboro--Franklin, TN"
35300,,"New Haven-Milford, CT"
35380,,"New Orleans-Metairie, LA"
35620,,"New York-Newark-Jersey City, NY-NJ-PA"
35660,,"Niles-Benton Harbor, MI"
35840,,"North Port-Sarasota-Bradenton, FL"
35980,,"Norwich-New London, CT"
36100,,"Ocala, FL"
36140,,"Ocean City, NJ"
36220,,"Odessa, TX"
36260,,"Ogden-Clearfield, UT"
36420,,"Oklahoma City, OK"
36500,,"Olympia-Tumwater, WA"
36540,,"Omaha-Council Bluffs, NE-IA"
36740,,"Orlando-Kissimmee-Sanford, FL"
36780,,"Oshkosh-Neenah, WI"
36980,,"Owensboro, KY"
37100,,"Oxnard-Thousand Oaks-Ventura, CA"
37340,,"Palm Bay-Melbourne-Titusville, FL"
37460,,"Panama City, FL"
37620,,"Parkersburg-Vienna, WV"
37860,,"Pensacola-Ferry Pass-Brent, FL"
37900,,"Peoria, IL"
37980,,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
38060,,"Phoenix-Mesa-Scottsdale, AZ"
38300,,"Pittsburgh, PA"
38340,,"Pittsfield, MA"
38660,,"Ponce, PR"
38860,,"Portland-South Portland, ME"
38900,,"Portland-Vancouver-Hillsboro, OR-WA"
38940,,"Port St. Lucie, FL"
39140,,"Prescott, AZ"
39300,,"Providence-Warwick, RI-MA"
39340,,"Provo-Orem, UT"
39380,,"Pueblo, CO"
39460,,"Punta Gorda, FL"
39540,,"Racine, WI"
39580,,"Raleigh, NC"
39740,,"Reading, PA"
39820,,"Redding, CA"
39900,,"Reno, NV"
40060,,"Richmond, VA"
40140,,"Riverside-San Bernardino-Ontario, CA"
40220,,"Roanoke, VA"
40380,,"Rochester, NY"
40420,,"Rockford, IL"
40580,,"Rocky Mount, NC"
40900,,"Sacramento--Roseville--Arden-Arcade, CA"
40980,,"Saginaw, MI"
41060,,"St. Cloud, MN"
41100,,"St. George, UT"
41140,,"St. Joseph, MO-KS"
41180,,"St. Louis, MO-IL"
41500,,"Salinas, CA"
41540,,"Salisbury, MD-DE"
41620,,"Salt Lake City, UT"
41660,,"San Angelo, TX"
41700,,"San Antonio-New Braunfels, TX"
41740,,"San Diego-Carlsbad, CA"
41860,,"San Francisco-Oakland-Hayward, CA"
41900,,"San Germán, PR"
41940,,"San Jose-Sunnyvale-Santa Clara, CA"
41980,,"San Juan-Carolina-Caguas, PR"
42020,,"San Luis Obispo-Paso Robles-Arroyo Grande, CA"
42100,,"Santa Cruz-Watsonville, CA"
42140,,"Santa Fe, NM"
42200,,"Santa Maria-Santa Barbara, CA"
42220,,"Santa Rosa, CA"
42540,,"Scranton--Wilkes-Barre--Hazleton, PA"
42660,,"Seattle-Tacoma-Bellevue, WA"
42680,,"Sebastian-Vero Beach, FL"
43100,,"Sheboygan, WI"
43340,,"Shreveport-Bossier City, LA"
43900,,"Spartanburg, SC"
44060,,"Spokane-Spokane Valley, WA"
44100,,"Springfield, IL"
44140,,"Springfield, MA"
44180,,"Springfield, MO"
44220,,"Springfield, OH"
44300,,"State College, PA"
44700,,"Stockton-Lodi, CA"
44940,,"Sumter, SC"
45060,,"Syracuse, NY"
45220,,"Tallahassee, FL"
45300,,"Tampa-St. Petersburg-Clearwater, FL"
45460,,"Terre Haute, IN"
45780,,"Toledo, OH"
45820,,"Topeka, KS"
45940,,"Trenton, NJ"
46060,,"Tucson, AZ"
46220,,"Tuscaloosa, AL"
46340,,"Tyler, TX"
46520,,"Urban Honolulu, HI"
46540,,"Utica-Rome, NY"
46660,,"Valdosta, GA"
46700,,"Vallejo-Fairfield, CA"
47220,,"Vineland-Bridgeton, NJ"
47260,,"Virginia Beach-Norfolk-Newport News, VA-NC"
47300,,"Visalia-Porterville, CA"
47380,,"Waco, TX"
47900,,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
48140,,"Wausau, WI"
48300,,"Wenatchee, WA"
48620,,"Wichita, KS"
48660,,"Wichita Falls, TX"
48700,,"Williamsport, PA"
48900,,"Wilmington, NC"
49180,,"Winston-Salem, NC"
49340,,"Worcester, MA-CT"
49420,,"Yakima, WA"
49620,,"York-Hanover, PA"
49660,,"Youngstown-Warren-Boardman, OH-PA"
49700,,"Yuba City, CA"
49740,,"Yuma, AZ"
,,
PWMET13ERR,,Coverage error in PWMET13 variable
0,,Not applicable (no metro area identified)
,,Omission + commission error:
1,,Less than 0.1%
2,,0.1 to 0.9%
3,,1.0 to 1.9%
4,,2.0 to 4.9%
5,,5.0 to 9.9%
6,,10.0 to 14.9%
,,
PWTYPE,,Place of work: metropolitan status
0,,N/A or abroad
,,In metropolitan area:
1,,In metropolitan area: In central/principal city
2,,In metropolitan area: In central city: In CBD
3,,In metropolitan area: In central city: Not in CBD
4,,In metropolitan area: Not in central/principal city
5,,In metropolitan area: Central/principal city status indeterminable (mixed)
,,Not in metropolitan area:
6,,Not in metropolitan area; abroad; or not reported
7,,Not in metropolitan area
8,,Not in metropolitan area; or abroad
9,,Metropolitan status indeterminable (mixed)
,,
TRANWORK,,Means of transportation to work
0,,N/A
,,Private motorized vehicle:
10,,"Auto, truck, or van"
11,,Auto
12,,Driver
13,,Passenger
14,,Truck
15,,Van
20,,Motorcycle
,,Public transport:
,,"Bus, light rail, streetcar, trolley (Carro público in PR)"
31,,Bus
32,,Bus or trolley bus
33,,Bus or streetcar
34,,"Light rail, streetcar, or trolley (Carro público in PR)"
35,,"Streetcar or trolley car (publico in Puerto Rico, 2000)"
36,,Subway or elevated
37,,Long-distance train or commuter train
38,,Taxicab
39,,Ferryboat
50,,Bicycle
60,,Walked only
70,,Other
80,,Worked at home
,,
QAGE,,Flag for Age
,,ORIGINAL ENTRY NOT EDITED OR ALLOCATED: (0)
0,,Entered as written
,,Conflict:
,,LOGICAL EDIT: (1-3)
,,Internally allocated:
,,Original entry
1,,Failed edit
2,,Illegible
,,Internally allocated:
,,Original entry
3,,Missing
,,ALLOCATED:  (4-6)
4,,Allocated
,,Externally allocated value:
,,Original entry
5,,Illegible
6,,Missing
,,COLD DECK ALLOCATION OR MODAL/MEAN VALUE ASSIGNED: (7-8)
7,,Original entry illegible
8,,Original entry missing or failed edit
,,
QSEX,,Flag for Sex
,,ORIGINAL ENTRY NOT EDITED OR ALLOCATED: (0)
0,,Entered as written
,,LOGICAL EDIT: (1-3)
,,Internally allocated value:
,,Original entry
1,,Failed edit
2,,Illegible
,,Internally allocated value:
,,Original entry
3,,Missing
,,ALLOCATED: (4-6)
4,,Allocated
,,Externally allocated value:
,,Original entry
5,,Illegible
6,,Missing
,,COLD DECK ALLOCATION OR MODAL/MEAN VALUE ASSIGNED: (7-8)
7,,Original entry illegible
8,,Original entry missing or failed edit
,,
QOCC,,"Flag for Occ, Occ1950, SEI, Occscore, Occsoc, Labforce"
,,ORIGINAL ENTRY NOT EDITED OR ALLOCATED: (0)
0,,Entered as written
,,LOGICAL EDIT: (1-3)
,,Internally allocated value:
,,Original entry
1,,Failed edit
2,,Illegible
,,Internally allocated value:
,,Original entry
3,,Missing
,,ALLOCATED: (4-6)
4,,Allocated
,,Externally allocated value:
,,Original entry
5,,Illegible
6,,Missing
,,COLD DECK ALLOCATION OR MODAL/MEAN VALUE ASSIGNED: (7-8)
7,,Original entry illegible
8,,Original entry missing or failed edit
,,
QINCEARN,,Flag for INCEARN
,,ORIGINAL ENTRY NOT EDITED OR ALLOCATED: (0)
0,,Original entry or Inapplicable (not in universe)
,,LOGICAL EDIT (1-3):
,,Internally allocated value:
,,Original entry
1,,Failed edit
2,,Entry illegible
3,,Missing
,,ALLOCATED (4-6):
4,,Allocated
,,Externally allocated value:
,,Original entry
5,,Illegible
6,,Missing
,,COLD DECK ALLOCATION OR MODAL/MEAN VALUE ASSIGNED: (7-8)
,,Original entry
7,,Illegible
8,,Missing or failed edit
,,
QINCBUS,,"Flag for Incbus, Inctot, Incearn"
,,ORIGINAL ENTRY NOT EDITED OR ALLOCATED: (0)
0,,Not allocated
,,LOGICAL EDIT: (1-3)
1,,"Allocated, pre-edit"
3,,"Allocated, consistency edit"
,,ALLOCATED: (4-6)
4,,Allocated
,,COLD DECK ALLOCATION OR MODAL/MEAN VALUE ASSIGNED: (7-8)
,,
QINCINVS,,"Flag for Incinvst, Inctot"
,,ORIGINAL ENTRY NOT EDITED OR ALLOCATED: (0)
0,,Not allocated or N/A
,,LOGICAL EDIT: (1-3)
1,,"Allocated, pre-edit"
3,,"Allocated, consistency edit"
,,ALLOCATED: (4-6)
4,,Allocated
,,COLD DECK ALLOCATION OR MODAL/MEAN VALUE ASSIGNED: (7-8)
,,
QINCOTHE,,"Flag for Incother, Inctot"
,,ORIGINAL ENTRY NOT EDITED OR ALLOCATED: (0)
0,,Original entry or Inapplicable (not in universe)
,,LOGICAL EDIT: (1-3)
,,Internally allocated value:
,,Original entry
1,,Failed edit
2,,Illegible
3,,Missing
,,ALLOCATED: (4-6)
4,,Allocated
,,Externally allocated value:
,,Original entry
5,,Illegible
6,,Missing
,,COLD DECK ALLOCATION OR MODAL/MEAN VALUE ASSIGNED: (7-8)
7,,Original entry illegible
8,,Original entry missing or failed edit
,,
QINCRETI,,"Flag for Incretir, Inctot"
,,ORIGINAL ENTRY NOT EDITED OR ALLOCATED: (0)
0,,Not allocated
,,LOGICAL EDIT: (1-3)
3,,"Not allocated, derived"
,,ALLOCATED: (4-6)
4,,Allocated
,,COLD DECK ALLOCATION OR MODAL/MEAN VALUE ASSIGNED: (7-8)
,,
QINCSS,,"Flag for Incss, Inctot"
,,ORIGINAL ENTRY NOT EDITED OR ALLOCATED: (0)
0,,Not allocated
,,LOGICAL EDIT: (1-3)
1,,"Allocated, pre-edit"
3,,"Allocated, consistency edit"
,,ALLOCATED: (4-6)
4,,Allocated
,,COLD DECK ALLOCATION OR MODAL/MEAN VALUE ASSIGNED: (7-8)
,,
QINCSUPP,,Flag for Incsupp
0,,Not allocated
4,,Allocated
,,
QINCTOT,,Flag for Inctot
,,ORIGINAL ENTRY NOT EDITED OR ALLOCATED: (0)
0,,Original entry or Inapplicable (not in universe)
,,LOGICAL EDIT: (1-3)
,,Internally allocated value:
,,Original entry
1,,Failed edit
2,,Illegible
3,,Missing
,,ALLOCATED: (4-6)
4,,Allocated
,,Externally allocated value:
,,Original entry
5,,Illegible
6,,Missing
,,COLD DECK ALLOCATION OR MODAL/MEAN VALUE ASSIGNED: (7-8)
7,,Original entry illegible
8,,Original entry missing or failed edit
,,
QFTOTINC,,Data quality flag for FTOTINC
,,ORIGINAL ENTRY NOT EDITED OR ALLOCATED: (0)
0,,Original entry or Inapplicable (not in universe)
,,LOGICAL EDIT (1-3):
,,Internally allocated value:
,,Original entry
1,,Failed edit
2,,Entry illegible
3,,Missing
,,ALLOCATED (4-6):
4,,Allocated
,,Externally allocated value:
,,Original entry
5,,Illegible
6,,Missing
,,COLD DECK ALLOCATION OR MODAL/MEAN VALUE ASSIGNED: (7-8)
,,Original entry
7,,Illegible
8,,Missing or failed edit
,,
QINCWAGE,,"Flag for Incwage, Inctot, Incearn"
,,ORIGINAL ENTRY NOT EDITED OR ALLOCATED: (0)
0,,Original entry or Inapplicable (not in universe)
,,LOGICAL EDIT: (1-3)
,,Internally allocated value:
,,Original entry
1,,Failed edit
2,,Illegible
3,,Missing
,,ALLOCATED: (4-6)
4,,Allocated
,,Externally allocated value:
,,Original entry
5,,Illegible
6,,Missing
,,COLD DECK ALLOCATION OR MODAL/MEAN VALUE ASSIGNED: (7-8)
7,,Original entry illegible
8,,Original entry missing or failed edit
,,
QINCWELF,,"Flag for Incwelfr, Inctot"
,,ORIGINAL ENTRY NOT EDITED OR ALLOCATED: (0)
0,,Not allocated
,,LOGICAL EDIT: (1-3)
1,,"Allocated, pre-edit"
3,,"Allocated, consistency edit"
,,ALLOCATED: (4-6)
4,,Allocated
,,COLD DECK ALLOCATION OR MODAL/MEAN VALUE ASSIGNED: (7-8)
,,
SEX_MOM,,Sex [of mother]
1,,Male
2,,Female
,,
SEX_POP,,Sex [of father]
1,,Male
2,,Female
,,
SEX_MOM2,,Sex [of same sex mother]
1,,Male
2,,Female
,,
SEX_POP2,,Sex [of same sex father]
1,,Male
2,,Female
,,
AGE_MOM,,Age [of mother]
0,,Less than 1 year old
1,,1
2,,2
3,,3
4,,4
5,,5
6,,6
7,,7
8,,8
9,,9
10,,10
11,,11
12,,12
13,,13
14,,14
15,,15
16,,16
17,,17
18,,18
19,,19
20,,20
21,,21
22,,22
23,,23
24,,24
25,,25
26,,26
27,,27
28,,28
29,,29
30,,30
31,,31
32,,32
33,,33
34,,34
35,,35
36,,36
37,,37
38,,38
39,,39
40,,40
41,,41
42,,42
43,,43
44,,44
45,,45
46,,46
47,,47
48,,48
49,,49
50,,50
51,,51
52,,52
53,,53
54,,54
55,,55
56,,56
57,,57
58,,58
59,,59
60,,60
61,,61
62,,62
63,,63
64,,64
65,,65
66,,66
67,,67
68,,68
69,,69
70,,70
71,,71
72,,72
73,,73
74,,74
75,,75
76,,76
77,,77
78,,78
79,,79
80,,80
81,,81
82,,82
83,,83
84,,84
85,,85
86,,86
87,,87
88,,88
89,,89
90,,90 (90+ in 1980 and 1990)
91,,91
92,,92
93,,93
94,,94
95,,95
96,,96
97,,97
98,,98
99,,99
100,,100 (100+ in 1960-1970)
101,,101
102,,102
103,,103
104,,104
105,,105
106,,106
107,,107
108,,108
109,,109
110,,110
111,,111
112,,112 (112+ in the 1980 internal data)
113,,113
114,,114
115,,115 (115+ in the 1990 internal data)
116,,116
117,,117
118,,118
119,,119
120,,120
121,,121
122,,122
123,,123
124,,124
125,,125
126,,126
129,,129
130,,130
135,,135
,,
AGE_POP,,Age [of father]
0,,Less than 1 year old
1,,1
2,,2
3,,3
4,,4
5,,5
6,,6
7,,7
8,,8
9,,9
10,,10
11,,11
12,,12
13,,13
14,,14
15,,15
16,,16
17,,17
18,,18
19,,19
20,,20
21,,21
22,,22
23,,23
24,,24
25,,25
26,,26
27,,27
28,,28
29,,29
30,,30
31,,31
32,,32
33,,33
34,,34
35,,35
36,,36
37,,37
38,,38
39,,39
40,,40
41,,41
42,,42
43,,43
44,,44
45,,45
46,,46
47,,47
48,,48
49,,49
50,,50
51,,51
52,,52
53,,53
54,,54
55,,55
56,,56
57,,57
58,,58
59,,59
60,,60
61,,61
62,,62
63,,63
64,,64
65,,65
66,,66
67,,67
68,,68
69,,69
70,,70
71,,71
72,,72
73,,73
74,,74
75,,75
76,,76
77,,77
78,,78
79,,79
80,,80
81,,81
82,,82
83,,83
84,,84
85,,85
86,,86
87,,87
88,,88
89,,89
90,,90 (90+ in 1980 and 1990)
91,,91
92,,92
93,,93
94,,94
95,,95
96,,96
97,,97
98,,98
99,,99
100,,100 (100+ in 1960-1970)
101,,101
102,,102
103,,103
104,,104
105,,105
106,,106
107,,107
108,,108
109,,109
110,,110
111,,111
112,,112 (112+ in the 1980 internal data)
113,,113
114,,114
115,,115 (115+ in the 1990 internal data)
116,,116
117,,117
118,,118
119,,119
120,,120
121,,121
122,,122
123,,123
124,,124
125,,125
126,,126
129,,129
130,,130
135,,135
,,
AGE_MOM2,,Age [of same sex mother]
0,,Less than 1 year old
1,,1
2,,2
3,,3
4,,4
5,,5
6,,6
7,,7
8,,8
9,,9
10,,10
11,,11
12,,12
13,,13
14,,14
15,,15
16,,16
17,,17
18,,18
19,,19
20,,20
21,,21
22,,22
23,,23
24,,24
25,,25
26,,26
27,,27
28,,28
29,,29
30,,30
31,,31
32,,32
33,,33
34,,34
35,,35
36,,36
37,,37
38,,38
39,,39
40,,40
41,,41
42,,42
43,,43
44,,44
45,,45
46,,46
47,,47
48,,48
49,,49
50,,50
51,,51
52,,52
53,,53
54,,54
55,,55
56,,56
57,,57
58,,58
59,,59
60,,60
61,,61
62,,62
63,,63
64,,64
65,,65
66,,66
67,,67
68,,68
69,,69
70,,70
71,,71
72,,72
73,,73
74,,74
75,,75
76,,76
77,,77
78,,78
79,,79
80,,80
81,,81
82,,82
83,,83
84,,84
85,,85
86,,86
87,,87
88,,88
89,,89
90,,90 (90+ in 1980 and 1990)
91,,91
92,,92
93,,93
94,,94
95,,95
96,,96
97,,97
98,,98
99,,99
100,,100 (100+ in 1960-1970)
101,,101
102,,102
103,,103
104,,104
105,,105
106,,106
107,,107
108,,108
109,,109
110,,110
111,,111
112,,112 (112+ in the 1980 internal data)
113,,113
114,,114
115,,115 (115+ in the 1990 internal data)
116,,116
117,,117
118,,118
119,,119
120,,120
121,,121
122,,122
123,,123
124,,124
125,,125
126,,126
129,,129
130,,130
135,,135
,,
AGE_POP2,,Age [of same sex father]
0,,Less than 1 year old
1,,1
2,,2
3,,3
4,,4
5,,5
6,,6
7,,7
8,,8
9,,9
10,,10
11,,11
12,,12
13,,13
14,,14
15,,15
16,,16
17,,17
18,,18
19,,19
20,,20
21,,21
22,,22
23,,23
24,,24
25,,25
26,,26
27,,27
28,,28
29,,29
30,,30
31,,31
32,,32
33,,33
34,,34
35,,35
36,,36
37,,37
38,,38
39,,39
40,,40
41,,41
42,,42
43,,43
44,,44
45,,45
46,,46
47,,47
48,,48
49,,49
50,,50
51,,51
52,,52
53,,53
54,,54
55,,55
56,,56
57,,57
58,,58
59,,59
60,,60
61,,61
62,,62
63,,63
64,,64
65,,65
66,,66
67,,67
68,,68
69,,69
70,,70
71,,71
72,,72
73,,73
74,,74
75,,75
76,,76
77,,77
78,,78
79,,79
80,,80
81,,81
82,,82
83,,83
84,,84
85,,85
86,,86
87,,87
88,,88
89,,89
90,,90 (90+ in 1980 and 1990)
91,,91
92,,92
93,,93
94,,94
95,,95
96,,96
97,,97
98,,98
99,,99
100,,100 (100+ in 1960-1970)
101,,101
102,,102
103,,103
104,,104
105,,105
106,,106
107,,107
108,,108
109,,109
110,,110
111,,111
112,,112 (112+ in the 1980 internal data)
113,,113
114,,114
115,,115 (115+ in the 1990 internal data)
116,,116
117,,117
118,,118
119,,119
120,,120
121,,121
122,,122
123,,123
124,,124
125,,125
126,,126
129,,129
130,,130
135,,135
,,
MARRINYR_MOM,,Married within the past year [of mother]
0,,N/A
1,,Blank (No)
2,,Yes
,,
MARRINYR_POP,,Married within the past year [of father]
0,,N/A
1,,Blank (No)
2,,Yes
,,
MARRINYR_MOM2,,Married within the past year [of same sex mother]
0,,N/A
1,,Blank (No)
2,,Yes
,,
MARRINYR_POP2,,Married within the past year [of same sex father]
0,,N/A
1,,Blank (No)
2,,Yes
,,
EDUC_MOM,,Educational attainment [of mother; general version]
0,,N/A or no schooling
1,,Nursery school to grade 4
2,,"Grade 5, 6, 7, or 8"
3,,Grade 9
4,,Grade 10
5,,Grade 11
6,,Grade 12
7,,1 year of college
8,,2 years of college
9,,3 years of college
10,,4 years of college
11,,5+ years of college
,,
EDUC_POP,,Educational attainment [of father; general version]
0,,N/A or no schooling
1,,Nursery school to grade 4
2,,"Grade 5, 6, 7, or 8"
3,,Grade 9
4,,Grade 10
5,,Grade 11
6,,Grade 12
7,,1 year of college
8,,2 years of college
9,,3 years of college
10,,4 years of college
11,,5+ years of college
,,
EDUC_MOM2,,Educational attainment [of same sex mother; general version]
0,,N/A or no schooling
1,,Nursery school to grade 4
2,,"Grade 5, 6, 7, or 8"
3,,Grade 9
4,,Grade 10
5,,Grade 11
6,,Grade 12
7,,1 year of college
8,,2 years of college
9,,3 years of college
10,,4 years of college
11,,5+ years of college
,,
EDUC_POP2,,Educational attainment [of same sex father; general version]
0,,N/A or no schooling
1,,Nursery school to grade 4
2,,"Grade 5, 6, 7, or 8"
3,,Grade 9
4,,Grade 10
5,,Grade 11
6,,Grade 12
7,,1 year of college
8,,2 years of college
9,,3 years of college
10,,4 years of college
11,,5+ years of college
,,
DEGFIELD_MOM,,Field of degree [of mother; general version]
0,,N/A
11,,Agriculture
13,,Environment and Natural Resources
14,,Architecture
15,,"Area, Ethnic, and Civilization Studies"
19,,Communications
20,,Communication Technologies
21,,Computer and Information Sciences
22,,Cosmetology Services and Culinary Arts
23,,Education Administration and Teaching
24,,Engineering
25,,Engineering Technologies
26,,Linguistics and Foreign Languages
29,,Family and Consumer Sciences
32,,Law
33,,"English Language, Literature, and Composition"
34,,Liberal Arts and Humanities
35,,Library Science
36,,Biology and Life Sciences
37,,Mathematics and Statistics
38,,Military Technologies
40,,Interdisciplinary and Multi-Disciplinary Studies (General)
41,,"Physical Fitness, Parks, Recreation, and Leisure"
48,,Philosophy and Religious Studies
49,,Theology and Religious Vocations
50,,Physical Sciences
51,,"Nuclear, Industrial Radiology, and Biological Technologies"
52,,Psychology
53,,Criminal Justice and Fire Protection
54,,"Public Affairs, Policy, and Social Work"
55,,Social Sciences
56,,Construction Services
57,,Electrical and Mechanic Repairs and Technologies
58,,Precision Production and Industrial Arts
59,,Transportation Sciences and Technologies
60,,Fine Arts
61,,Medical and Health Sciences and Services
62,,Business
64,,History
,,
DEGFIELD_POP,,Field of degree [of father; general version]
0,,N/A
11,,Agriculture
13,,Environment and Natural Resources
14,,Architecture
15,,"Area, Ethnic, and Civilization Studies"
19,,Communications
20,,Communication Technologies
21,,Computer and Information Sciences
22,,Cosmetology Services and Culinary Arts
23,,Education Administration and Teaching
24,,Engineering
25,,Engineering Technologies
26,,Linguistics and Foreign Languages
29,,Family and Consumer Sciences
32,,Law
33,,"English Language, Literature, and Composition"
34,,Liberal Arts and Humanities
35,,Library Science
36,,Biology and Life Sciences
